timestamp,master_frame,slave_frame,lidar_state,ch1_adc,ch1_sdadc0,ch1_sdadc1,ch1_adj0,ch1_adj1,ch1_current,ch2_adc,ch2_sdadc0,ch2_sdadc1,ch2_adj0,ch2_adj1,ch2_current,ch3_adc,ch3_sdadc0,ch3_sdadc1,ch3_adj0,ch3_adj1,ch3_current,ch4_adc,ch4_sdadc0,ch4_sdadc1,ch4_adj0,ch4_adj1,ch4_current
2025-11-16 18:30:36.528,0,8828,0,0,-32762,-32766,0,0,0.0,0,-31704,-32768,0,0,0.0,0,-32731,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:37.531,0,8829,0,0,-32761,-32768,0,0,0.0,0,-32753,-32768,0,0,0.0,0,-32754,-32768,0,0,0.0,0,-32763,-32768,0,0,0.0
2025-11-16 18:30:38.537,0,8830,0,0,-32758,-32768,0,0,0.0,0,-32754,-32768,0,0,0.0,0,-32754,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:39.542,0,8831,0,0,-32758,-32766,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0
2025-11-16 18:30:40.547,0,8832,0,0,-32764,-32768,0,0,0.0,0,-32765,-32768,0,0,0.0,0,-32760,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0
2025-11-16 18:30:41.552,0,8833,0,0,-32763,-32768,0,0,0.0,0,-32765,-32768,0,0,0.0,0,-32752,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:42.557,0,8834,0,0,-32759,-32768,0,0,0.0,0,-31706,-32768,0,0,0.0,0,-32731,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:43.561,0,8835,0,0,-32764,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0
2025-11-16 18:30:44.565,0,8836,0,0,-32762,-32768,0,0,0.0,0,-32754,-32768,0,0,0.0,0,-32755,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0
2025-11-16 18:30:45.571,0,8837,0,0,-32764,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:46.576,0,8838,0,0,-32764,-32767,0,0,0.0,0,-32763,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:47.580,0,8839,0,0,-32764,-32767,0,0,0.0,0,-32763,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:48.584,0,8840,0,0,-32761,-32768,0,0,0.0,0,-32744,-32768,0,0,0.0,0,-32756,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:49.590,0,8841,0,0,-32763,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0
2025-11-16 18:30:50.594,0,8842,0,0,-32760,-32768,0,0,0.0,0,-32765,-32768,0,0,0.0,0,-32755,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:51.599,0,8843,0,0,-32761,-32767,0,0,0.0,0,-32712,-32768,0,0,0.0,0,-32752,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0
2025-11-16 18:30:52.603,0,8844,0,0,-32765,-32768,0,0,0.0,0,-30385,-32768,0,0,0.0,0,-32714,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:53.608,0,8845,0,0,-32768,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:54.613,0,8846,0,0,-32764,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32757,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:55.619,0,8847,0,0,-32766,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32759,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:56.522,0,8848,0,112,-32762,-32768,0,0,0.0,0,-25895,-32768,0,0,0.0,0,-32638,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:57.529,0,8849,0,0,-32760,-32768,0,0,0.0,0,-32764,-32768,0,0,0.0,0,-32762,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:58.537,0,8850,0,283,-32762,-32768,0,0,0.0,0,-20468,-32768,0,0,0.0,0,-32534,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
2025-11-16 18:30:59.882,0,8851,0,0,-32761,-32765,0,0,0.0,0,-31155,-32768,0,0,0.0,0,-32727,-32768,0,0,0.0,0,-32767,-32768,0,0,0.0
2025-11-16 18:31:00.587,0,8852,0,0,-32760,-32768,0,0,0.0,0,-32761,-32768,0,0,0.0,0,-32755,-32768,0,0,0.0,0,-32766,-32768,0,0,0.0
2025-11-16 18:31:01.591,0,8853,0,0,-32766,-32768,0,0,0.0,0,-32758,-32768,0,0,0.0,0,-32754,-32768,0,0,0.0,0,-32768,-32768,0,0,0.0
